surf_id,surf_scores,surf_actives,icm_id,icm_scores,icm_actives,vina_id,vina_scores,vina_actives,minr_id,minr_scores,minr_actives,maxz_id,maxz_scores,maxz_actives
decoy1648,9.65,0,decoy1648,25.444437,0,decoy1648,10.2,0,decoy1648,802,0,decoy1648,0.4562657327009043,0
decoy1649,8.8,0,decoy1649,12.263194,0,decoy1649,9.5,0,decoy1649,1394,0,decoy1649,0.1495247251782545,0
decoy165,7.64,0,decoy165,28.938211,0,decoy165,10.9,0,decoy165,839,0,decoy165,0.44346601765082144,0
decoy1650,8.27,0,decoy1650,19.630175,0,decoy1650,9.5,0,decoy1650,1769,0,decoy1650,-0.04173731480645703,0
decoy1651,10,0,decoy1651,25.489071,0,decoy1651,10.4,0,decoy1651,618,0,decoy1651,0.5825708534455247,0
decoy1652,9.1,0,decoy1652,21.986901,0,decoy1652,11.3,0,decoy1652,1176,0,decoy1652,0.25778625724507176,0
decoy1653,8.24,0,decoy1653,25.363928,0,decoy1653,9.6,0,decoy1653,1422,0,decoy1653,0.1468398346144449,0
decoy1654,9.79,0,decoy1654,22.787565,0,decoy1654,10.7,0,decoy1654,733,0,decoy1654,0.5067877809987521,0
decoy1655,7.48,0,decoy1655,20.938891,0,decoy1655,10,0,decoy1655,2117,0,decoy1655,-0.22038957478171636,0
decoy1656,4.83,0,decoy1656,20.728602,0,decoy1656,10.4,0,decoy1656,2149,0,decoy1656,-0.23784124925867792,0
decoy1657,8.19,0,decoy1657,18.08376,0,decoy1657,10.2,0,decoy1657,1828,0,decoy1657,-0.07060705669094175,0
decoy1658,8.33,0,decoy1658,15.990015,0,decoy1658,10.1,0,decoy1658,1733,0,decoy1658,-0.020085008393093327,0
decoy1659,7.41,0,decoy1659,31.923301,0,decoy1659,8.6,0,decoy1659,475,0,decoy1659,0.6911956609723093,0
decoy166,8.45,0,decoy166,29.786296,0,decoy166,10.2,0,decoy166,727,0,decoy166,0.5138477463612806,0
decoy1660,11.17,0,decoy1660,39.509242,0,decoy1660,11.1,0,decoy1660,96,0,decoy1660,1.3207453422843811,0
decoy1661,8.1,0,decoy1661,19.600701,0,decoy1661,9,0,decoy1661,1898,0,decoy1661,-0.10308551631098699,0
decoy1662,10.12,0,decoy1662,24.121012,0,decoy1662,8.8,0,decoy1662,558,0,decoy1662,0.6258754662722514,0
decoy1663,7.15,0,decoy1663,17.130373,0,decoy1663,8.7,0,decoy1663,2526,0,decoy1663,-0.4459137011892425,0
decoy1664,6.84,0,decoy1664,26.473926,0,decoy1664,9,0,decoy1664,1238,0,decoy1664,0.2389574620988974,0
decoy1665,9.9,0,decoy1665,22.852114,0,decoy1665,9.8,0,decoy1665,670,0,decoy1665,0.546483676089919,0
decoy1666,8.18,0,decoy1666,34.537496,0,decoy1666,10.3,0,decoy1666,280,0,decoy1666,0.9081450979818524,0
decoy1667,9.13,0,decoy1667,33.537972,0,decoy1667,10.4,0,decoy1667,345,0,decoy1667,0.8251955976280053,0
decoy1668,9.44,0,decoy1668,24.538803,0,decoy1668,10.5,0,decoy1668,931,0,decoy1668,0.38048266025413163,0
decoy1669,8.36,0,decoy1669,14.878235,0,decoy1669,10.9,0,decoy1669,1709,0,decoy1669,-0.009258855186411796,0
decoy167,8.47,0,decoy167,17.724892,0,decoy167,11,0,decoy167,1624,0,decoy167,0.0304370399047551,0
decoy1670,7.94,0,decoy1670,27.691209,0,decoy1670,10.2,0,decoy1670,1026,0,decoy1670,0.33997856478300786,0
decoy1671,9.98,0,decoy1671,33.86277,0,decoy1671,10.7,0,decoy1671,320,0,decoy1671,0.8521502598631577,0
decoy1672,8.36,0,decoy1672,28.794266,0,decoy1672,8.9,0,decoy1672,859,0,decoy1672,0.4315201655968093,0
decoy1673,8.45,0,decoy1673,28.228863,0,decoy1673,10.4,0,decoy1673,949,0,decoy1673,0.38459793426612937,0
decoy1674,8.82,0,decoy1674,27.848255,0,decoy1674,10.3,0,decoy1674,994,0,decoy1674,0.3530116557668866,0
decoy1675,9.24,0,decoy1675,29.157344,0,decoy1675,10.4,0,decoy1675,815,0,decoy1675,0.46165164687137006,0
decoy1676,7.88,0,decoy1676,28.942178,0,decoy1676,9.5,0,decoy1676,838,0,decoy1676,0.4437952350261958,0
decoy1677,9.44,0,decoy1677,23.533767,0,decoy1677,10.3,0,decoy1677,932,0,decoy1677,0.38048266025413163,0
decoy1678,8.25,0,decoy1678,17.414373,0,decoy1678,9.7,0,decoy1678,1782,0,decoy1678,-0.04895475027757805,0
decoy1679,7.96,0,decoy1679,27.242957,0,decoy1679,10,0,decoy1679,1110,0,decoy1679,0.30277857815676085,0
decoy168,7.83,0,decoy168,26.343711,0,decoy168,10.9,0,decoy168,1259,0,decoy168,0.22815104905771355,0
decoy1680,8.33,0,decoy1680,30.763938,0,decoy1680,10.2,0,decoy1680,604,0,decoy1680,0.5949812813488708,0
decoy1681,7.86,0,decoy1681,13.397441,0,decoy1681,10,0,decoy1681,2064,0,decoy1681,-0.18969474196444083,0
decoy1682,2.76,0,decoy1682,28.107427,0,decoy1682,10.6,0,decoy1682,966,0,decoy1682,0.3745200816833302,0
decoy1683,4.77,0,decoy1683,8.490923,0,decoy1683,10,0,decoy1683,3065,0,decoy1683,-1.2534340299630664,0
decoy1684,7.1,0,decoy1684,28.30377,0,decoy1684,9.3,0,decoy1684,932,0,decoy1684,0.3908143915227892,0
decoy1685,3.51,0,decoy1685,20.035639,0,decoy1685,8.8,0,decoy1685,2250,0,decoy1685,-0.29534955782725975,0
decoy1686,7.51,0,decoy1686,24.042733,0,decoy1686,10.1,0,decoy1686,1641,0,decoy1686,0.03719517863819826,0
decoy1687,9.23,0,decoy1687,25.489343,0,decoy1687,10.7,0,decoy1687,1073,0,decoy1687,0.3046995878073597,0
decoy1688,-5.7,0,decoy1688,5.036825,0,decoy1688,8.6,0,decoy1688,3139,0,decoy1688,-1.5400861796595462,0
decoy1689,7.78,0,decoy1689,27.641668,0,decoy1689,9.7,0,decoy1689,1040,0,decoy1689,0.3358672065794729,0
decoy169,8.52,0,decoy169,25.283229,0,decoy169,9.9,0,decoy169,1441,0,decoy169,0.14014270505171764,0
decoy1690,-0.66,0,decoy1690,33.852299,0,decoy1690,9.7,0,decoy1690,321,0,decoy1690,0.8512812820114957,0
decoy1691,10.58,0,decoy1691,16.057037,0,decoy1691,9.6,0,decoy1691,395,0,decoy1691,0.7918764821080388,0
decoy1692,7.24,0,decoy1692,32.194318,0,decoy1692,9.7,0,decoy1692,440,0,decoy1692,0.7136870916307018,0
decoy1693,5.69,0,decoy1693,26.883904,0,decoy1693,9.5,0,decoy1693,1172,0,decoy1693,0.27298112761975524,0
decoy1694,9.59,0,decoy1694,15.521108,0,decoy1694,10.7,0,decoy1694,838,0,decoy1694,0.43461342628754057,0
decoy1695,7.09,0,decoy1695,21.001479,0,decoy1695,9.7,0,decoy1695,2113,0,decoy1695,-0.21519545905448376,0
decoy1696,8.05,0,decoy1696,15.151265,0,decoy1696,11.4,0,decoy1696,1931,0,decoy1696,-0.12112910498878954,0
decoy1697,7.99,0,decoy1697,29.357535,0,decoy1697,11.1,0,decoy1697,788,0,decoy1697,0.47826529839483234,0
decoy1698,7.11,0,decoy1698,36.298969,0,decoy1698,9.6,0,decoy1698,193,0,decoy1698,1.0543279862734725,0
decoy1699,8.05,0,decoy1699,26.738288,0,decoy1699,10.6,0,decoy1699,1201,0,decoy1699,0.2608966009415305,0
decoy17,7.93,0,decoy17,32.474776,0,decoy17,10.7,0,decoy17,420,0,decoy17,0.7369620214675432,0
decoy170,10.55,0,decoy170,36.302026,0,decoy170,10.6,0,decoy170,191,0,decoy170,1.054581683656008,0
decoy1700,9.12,0,decoy1700,36.288007,0,decoy1700,10.4,0,decoy1700,194,0,decoy1700,1.0534182608212783,0
decoy1701,8.86,0,decoy1701,33.57622,0,decoy1701,10.6,0,decoy1701,339,0,decoy1701,0.8283697610193133,0
decoy1702,9.34,0,decoy1702,21.476404,0,decoy1702,10.9,0,decoy1702,999,0,decoy1702,0.3443954828985259,0
decoy1703,9.61,0,decoy1703,28.39967,0,decoy1703,9.7,0,decoy1703,826,0,decoy1703,0.4418308617586616,0
decoy1704,8.44,0,decoy1704,27.691182,0,decoy1704,10.8,0,decoy1704,1027,0,decoy1704,0.3399763240799237,0
decoy1705,9.35,0,decoy1705,22.659711,0,decoy1705,10.8,0,decoy1705,993,0,decoy1705,0.34800420063408644,0
decoy1706,7.95,0,decoy1706,18.539467,0,decoy1706,11.2,0,decoy1706,1994,0,decoy1706,-0.1572162823443956,0
decoy1707,12.45,0,decoy1707,25.178064,0,decoy1707,10.5,0,decoy1707,116,0,decoy1707,1.4667066986578683,0
decoy1708,9.38,0,decoy1708,29.598536,0,decoy1708,9.8,0,decoy1708,752,0,decoy1708,0.49826573113559464,0
decoy1709,9.43,0,decoy1709,18.985571,0,decoy1709,9.8,0,decoy1709,941,0,decoy1709,0.37687394251857115,0
decoy171,11.6,0,decoy171,38.836573,0,decoy171,10.6,0,decoy171,110,0,decoy171,1.264921212545103,0
decoy1710,9.17,0,decoy1710,29.384217,0,decoy1710,10.9,0,decoy1710,785,0,decoy1710,0.48047961097606245,0
decoy1711,8.04,0,decoy1711,27.696181,0,decoy1711,10.5,0,decoy1711,1023,0,decoy1711,0.34039118610651703,0
decoy1712,8.96,0,decoy1712,40.29241,0,decoy1712,11,0,decoy1712,78,0,decoy1712,1.3857396738793422,0
decoy1713,11.07,0,decoy1713,22.894509,0,decoy1713,10.2,0,decoy1713,285,0,decoy1713,0.9687036511505076,0
decoy1714,11.54,0,decoy1714,40.220903,0,decoy1714,10.3,0,decoy1714,80,0,decoy1714,1.3798053792332883,0
decoy1715,7.63,0,decoy1715,16.498853,0,decoy1715,10.4,0,decoy1715,2242,0,decoy1715,-0.2726952498823345,0
decoy1716,6.49,0,decoy1716,20.627649,0,decoy1716,10.4,0,decoy1716,2161,0,decoy1716,-0.24621923809058363,0
decoy1717,10.62,0,decoy1717,22.152296,0,decoy1717,10.4,0,decoy1717,384,0,decoy1717,0.8063113530502809,0
decoy1718,9.78,0,decoy1718,46.896108,0,decoy1718,11.4,0,decoy1718,20,0,decoy1718,1.9337739878004714,0
decoy1719,7.79,0,decoy1719,36.5051,0,decoy1719,11.2,0,decoy1719,181,0,decoy1719,1.0714345924754634,0
decoy172,10.75,0,decoy172,21.343741,0,decoy172,10.7,0,decoy172,353,0,decoy172,0.8532246836125688,0
decoy1720,9.13,0,decoy1720,21.507302,0,decoy1720,11.6,0,decoy1720,1154,0,decoy1720,0.26861241045175394,0
decoy1721,12.85,0,decoy1721,20.507269,0,decoy1721,11.5,0,decoy1721,83,0,decoy1721,1.611055408080292,0
decoy1722,8.25,0,decoy1722,13.687101,0,decoy1722,10.2,0,decoy1722,1783,0,decoy1722,-0.04895475027757805,0
decoy1723,7.65,0,decoy1723,23.370517,0,decoy1723,9.9,0,decoy1723,1762,0,decoy1723,-0.01859135708266679,0
decoy1724,8.63,0,decoy1724,34.97047,0,decoy1724,10.2,0,decoy1724,257,0,decoy1724,0.9440771786184424,0
decoy1725,10.27,0,decoy1725,20.441223,0,decoy1725,9.7,0,decoy1725,502,0,decoy1725,0.6800062323056604,0
decoy1726,5.4,0,decoy1726,39.416713,0,decoy1726,10.5,0,decoy1726,101,0,decoy1726,1.3130664528147524,0
decoy1727,8.05,0,decoy1727,30.093634,0,decoy1727,11.1,0,decoy1727,692,0,decoy1727,0.5393534206019701,0
decoy1728,12.32,0,decoy1728,19.309261,0,decoy1728,11.1,0,decoy1728,130,0,decoy1728,1.419793368095581,0
decoy1729,13.29,0,decoy1729,23.73316,0,decoy1729,10.8,0,decoy1729,59,0,decoy1729,1.7698389884449577,0
decoy173,11.05,0,decoy173,18.04306,0,decoy173,11,0,decoy173,294,0,decoy173,0.9614862156793866,0
decoy1730,8.98,0,decoy1730,15.382981,0,decoy1730,10.2,0,decoy1730,1253,0,decoy1730,0.21448164441834497,0
decoy1731,11.22,0,decoy1731,28.236459,0,decoy1731,10.4,0,decoy1731,262,0,decoy1731,1.0228344171839165,0
decoy1732,7.76,0,decoy1732,40.424418,0,decoy1732,10.7,0,decoy1732,76,0,decoy1732,1.3966948862031194,0
decoy1733,8.09,0,decoy1733,19.539005,0,decoy1733,9.5,0,decoy1733,1906,0,decoy1733,-0.1066942340465475,0
decoy1734,8.99,0,decoy1734,24.418146,0,decoy1734,11.3,0,decoy1734,1244,0,decoy1734,0.21809036215390548,0
decoy1735,8.94,0,decoy1735,20.113804,0,decoy1735,9.9,0,decoy1735,1278,0,decoy1735,0.20004677347610228,0
decoy1736,8.74,0,decoy1736,11.422224,0,decoy1736,10.1,0,decoy1736,1431,0,decoy1736,0.1278724187648908,0
decoy1737,8.9,0,decoy1737,23.745917,0,decoy1737,10.4,0,decoy1737,1310,0,decoy1737,0.18561190253386026,0
decoy1738,12.34,0,decoy1738,20.213406,0,decoy1738,10.6,0,decoy1738,126,0,decoy1738,1.4270108035667022,0
decoy1739,9.58,0,decoy1739,46.920572,0,decoy1739,10.2,0,decoy1739,19,0,decoy1739,1.9358042307727827,0
decoy174,11.65,0,decoy174,27.411497,0,decoy174,10.2,0,decoy174,208,0,decoy174,1.1780092798130217,0
decoy1740,8.87,0,decoy1740,23.950534,0,decoy1740,10.2,0,decoy1740,1335,0,decoy1740,0.17478574932717808,0
decoy1741,8.47,0,decoy1741,25.086073,0,decoy1741,11.1,0,decoy1741,1475,0,decoy1741,0.12378092515272257,0
decoy1742,10.05,0,decoy1742,25.915656,0,decoy1742,11.2,0,decoy1742,594,0,decoy1742,0.6006144421233279,0
decoy1743,8.34,0,decoy1743,21.279281,0,decoy1743,11.5,0,decoy1743,1727,0,decoy1743,-0.016476290657532817,0
decoy1744,8.96,0,decoy1744,25.997535,0,decoy1744,11.1,0,decoy1744,1264,0,decoy1744,0.20726420894722394,0
decoy1745,9.16,0,decoy1745,18.437979,0,decoy1745,11,0,decoy1745,1134,0,decoy1745,0.27943856365843545,0
decoy1746,8.86,0,decoy1746,37.162033,0,decoy1746,11.3,0,decoy1746,155,0,decoy1746,1.125952807261656,0
decoy1747,10.5,0,decoy1747,28.53281,0,decoy1747,11.3,0,decoy1747,424,0,decoy1747,0.7630067402235541,0
decoy1748,9.56,0,decoy1748,33.928974,0,decoy1748,10,0,decoy1748,314,0,decoy1748,0.85764446382567,0
decoy1749,10,0,decoy1749,30.429059,0,decoy1749,10.5,0,decoy1749,619,0,decoy1749,0.5825708534455247,0
decoy175,7.74,0,decoy175,23.727068,0,decoy175,10.2,0,decoy175,1699,0,decoy175,0.010998454968534266,0
decoy1750,8.52,0,decoy1750,14.072899,0,decoy1750,9.9,0,decoy1750,1595,0,decoy1750,0.04848062858255765,0
decoy1751,12.46,0,decoy1751,7.734246,0,decoy1751,9.6,0,decoy1751,112,0,decoy1751,1.4703154163934296,0
decoy1752,9.6,0,decoy1752,27.473068,0,decoy1752,9.7,0,decoy1752,833,0,decoy1752,0.4382221440231011,0
decoy1753,7.47,0,decoy1753,31.195204,0,decoy1753,10.4,0,decoy1753,559,0,decoy1753,0.630771616768133,0
decoy1754,8.87,0,decoy1754,28.832905,0,decoy1754,10.6,0,decoy1754,850,0,decoy1754,0.4347267776883371,0
decoy1755,7.09,0,decoy1755,33.680167,0,decoy1755,9.6,0,decoy1755,330,0,decoy1755,0.8369962189265583,0
decoy1756,10.41,0,decoy1756,22.436856,0,decoy1756,9.6,0,decoy1756,450,0,decoy1756,0.7305282806035088,0
decoy1757,8.95,0,decoy1757,26.417324,0,decoy1757,9.3,0,decoy1757,1253,0,decoy1757,0.2342601185443371,0
decoy1758,9.33,0,decoy1758,27.075331,0,decoy1758,9.3,0,decoy1758,1005,0,decoy1758,0.3407867651629654,0
decoy1759,7.8,0,decoy1759,20.712119,0,decoy1759,10.1,0,decoy1759,2115,0,decoy1759,-0.21134704837780455,0
decoy176,9.94,0,decoy176,17.93783,0,decoy176,10.1,0,decoy176,647,0,decoy176,0.560918547032161,0
decoy1760,8.27,0,decoy1760,25.926406,0,decoy1760,10.1,0,decoy1760,1321,0,decoy1760,0.19351932311100062,0
decoy1761,9.4,0,decoy1761,19.32897,0,decoy1761,9.6,0,decoy1761,959,0,decoy1761,0.36604778931188964,0
decoy1762,8.2,0,decoy1762,26.316235,0,decoy1762,9.6,0,decoy1762,1263,0,decoy1762,0.22587084320800677,0
decoy1763,8.54,0,decoy1763,25.090861,0,decoy1763,10.1,0,decoy1763,1473,0,decoy1763,0.12417827649965806,0
decoy1764,11.21,0,decoy1764,26.688364,0,decoy1764,9.7,0,decoy1764,264,0,decoy1764,1.0192256994483562,0
decoy1765,10.1,0,decoy1765,19.03379,0,decoy1765,11.1,0,decoy1765,569,0,decoy1765,0.6186580308011305,0
decoy1766,7.9,0,decoy1766,46.744617,0,decoy1766,10.2,0,decoy1766,22,0,decoy1766,1.9212019007289205,0
decoy1767,13.23,0,decoy1767,36.169305,0,decoy1767,10.3,0,decoy1767,61,0,decoy1767,1.7481866820315946,0
decoy1768,7.22,0,decoy1768,24.689403,0,decoy1768,8.9,0,decoy1768,1546,0,decoy1768,0.09086167728537697,0
decoy1769,7.2,0,decoy1769,24.207598,0,decoy1769,10.3,0,decoy1769,1613,0,decoy1769,0.0508771606374672,0
decoy177,8.54,0,decoy177,36.552114,0,decoy177,10.3,0,decoy177,176,0,decoy177,1.0753362374681161,0
decoy1770,7.81,0,decoy1770,29.576603,0,decoy1770,11.3,0,decoy1770,755,0,decoy1770,0.49644553333017827,0
decoy1771,10.01,0,decoy1771,40.692308,0,decoy1771,11.1,0,decoy1771,74,0,decoy1771,1.4189268102487569,0
decoy1772,5.58,0,decoy1772,21.81526,0,decoy1772,10.5,0,decoy1772,1997,0,decoy1772,-0.14766058510703042,0
decoy1773,5.48,0,decoy1773,42.791,0,decoy1773,11.5,0,decoy1773,47,0,decoy1773,1.593095167183275,0
decoy1774,8.27,0,decoy1774,22.919444,0,decoy1774,10.9,0,decoy1774,1771,0,decoy1774,-0.04173731480645703,0
decoy1775,8.79,0,decoy1775,29.153397,0,decoy1775,10.8,0,decoy1775,817,0,decoy1775,0.46132408927605806,0
decoy1776,8.41,0,decoy1776,27.627143,0,decoy1776,10.6,0,decoy1776,1045,0,decoy1776,0.3346617913091647,0
decoy1777,6.5,0,decoy1777,29.335034,0,decoy1777,10.2,0,decoy1777,792,0,decoy1777,0.4763979628356444,0
decoy1778,7.86,0,decoy1778,33.618757,0,decoy1778,9.3,0,decoy1778,333,0,decoy1778,0.8318998642450005,0
decoy1779,6.26,0,decoy1779,24.42443,0,decoy1779,10.2,0,decoy1779,1581,0,decoy1779,0.0688718321618383,0
decoy178,9.87,0,decoy178,22.689526,0,decoy178,10.7,0,decoy178,685,0,decoy178,0.5356575228832368,0
decoy1780,7.2,0,decoy1780,33.673006,0,decoy1780,10.6,0,decoy1780,331,0,decoy1780,0.8364019346752211,0
decoy1781,7,0,decoy1781,24.159035,0,decoy1781,8.9,0,decoy1781,1618,0,decoy1781,0.046846965678982944,0
decoy1782,6.25,0,decoy1782,31.892696,0,decoy1782,8.9,0,decoy1782,479,0,decoy1782,0.6886557825318423,0
decoy1783,6.09,0,decoy1783,28.667155,0,decoy1783,8.9,0,decoy1783,882,0,decoy1783,0.42097135042130784,0
decoy1784,7.38,0,decoy1784,18.441109,0,decoy1784,10.7,0,decoy1784,2386,0,decoy1784,-0.3629131932713492,0
decoy1785,7.86,0,decoy1785,15.839541,0,decoy1785,10.4,0,decoy1785,2066,0,decoy1785,-0.18969474196444083,0
decoy1786,9.79,0,decoy1786,31.032359,0,decoy1786,9.6,0,decoy1786,579,0,decoy1786,0.6172572725551652,0
decoy1787,8.24,0,decoy1787,28.72242,0,decoy1787,8.7,0,decoy1787,872,0,decoy1787,0.42555773767869765,0
decoy1788,8.05,0,decoy1788,22.797861,0,decoy1788,9.2,0,decoy1788,1849,0,decoy1788,-0.06611550765297108,0
decoy1789,8.92,0,decoy1789,29.658058,0,decoy1789,9.2,0,decoy1789,746,0,decoy1789,0.5032054025792636,0
decoy179,11.68,0,decoy179,36.313364,0,decoy179,10.7,0,decoy179,190,0,decoy179,1.1888354330197033,0
decoy1790,5.54,0,decoy1790,21.39883,0,decoy1790,9.6,0,decoy1790,2055,0,decoy1790,-0.18221969567601387,0
decoy1791,6.84,0,decoy1791,-0.287212,0,decoy1791,7.8,0,decoy1791,2683,0,decoy1791,-0.5577839509916209,0
decoy1792,3.24,0,decoy1792,16.343453,0,decoy1792,9.9,0,decoy1792,2662,0,decoy1792,-0.6017603932984151,0
decoy1793,7.84,0,decoy1793,9.561965,0,decoy1793,10,0,decoy1793,2081,0,decoy1793,-0.1969121774355622,0
decoy1794,5.87,0,decoy1794,25.588247,0,decoy1794,9.5,0,decoy1794,1380,0,decoy1794,0.16545584480517023,0
decoy1795,6.69,0,decoy1795,16.726988,0,decoy1795,7.2,0,decoy1795,2635,0,decoy1795,-0.5699312059870422,0
decoy1796,6.04,0,decoy1796,24.7271,0,decoy1796,9.8,0,decoy1796,1530,0,decoy1796,0.09399011373596657,0
decoy1797,7.57,0,decoy1797,31.747472,0,decoy1797,9.5,0,decoy1797,495,0,decoy1797,0.6766037875428402,0
decoy1798,8.63,0,decoy1798,18.341978,0,decoy1798,10.1,0,decoy1798,1501,0,decoy1798,0.08817652367372454,0
decoy1799,6.03,0,decoy1799,18.68051,0,decoy1799,7.1,0,decoy1799,2420,0,decoy1799,-0.4078103626353574,0
decoy18,9.59,0,decoy18,27.319159,0,decoy18,10.1,0,decoy18,839,0,decoy18,0.43461342628754057,0
decoy180,9.99,0,decoy180,36.446877,0,decoy180,10.1,0,decoy180,185,0,decoy180,1.0666027237468467,0
decoy1800,8.83,0,decoy1800,12.819427,0,decoy1800,9.1,0,decoy1800,1372,0,decoy1800,0.16035087838493603,0
decoy1801,8.54,0,decoy1801,15.355892,0,decoy1801,9.2,0,decoy1801,1573,0,decoy1801,0.05569806405367867,0
decoy1802,7.64,0,decoy1802,16.300455,0,decoy1802,9.5,0,decoy1802,2234,0,decoy1802,-0.26908653214677397,0
decoy1803,9.17,0,decoy1803,22.146775,0,decoy1803,9.5,0,decoy1803,1127,0,decoy1803,0.28304728139399593,0
decoy1804,7.56,0,decoy1804,20.671718,0,decoy1804,9.9,0,decoy1804,2155,0,decoy1804,-0.24256199571211803,0
decoy1805,7.83,0,decoy1805,20.235674,0,decoy1805,9.6,0,decoy1805,2095,0,decoy1805,-0.20052089517112268,0
decoy1806,8.25,0,decoy1806,25.894583,0,decoy1806,9.4,0,decoy1806,1331,0,decoy1806,0.19087836406473416,0
decoy1807,7.28,0,decoy1807,32.057476,0,decoy1807,9.4,0,decoy1807,460,0,decoy1807,0.702330710465846,0
decoy1808,9.04,0,decoy1808,29.303207,0,decoy1808,10.1,0,decoy1808,798,0,decoy1808,0.4737566718333654,0
decoy1809,9.21,0,decoy1809,19.773343,0,decoy1809,9.7,0,decoy1809,1092,0,decoy1809,0.29748215233623865,0
decoy181,10.98,0,decoy181,29.569423,0,decoy181,10.4,0,decoy181,308,0,decoy181,0.9362251915304625,0
decoy1810,8.82,0,decoy1810,27.628263,0,decoy1810,9.9,0,decoy1810,1044,0,decoy1810,0.33475473899265834,0
decoy1811,9.9,0,decoy1811,31.123662,0,decoy1811,8.8,0,decoy1811,569,0,decoy1811,0.6248344175069696,0
decoy1812,6.29,0,decoy1812,22.923756,0,decoy1812,10,0,decoy1812,1827,0,decoy1812,-0.05566760710526274,0
decoy1813,9.58,0,decoy1813,30.083581,0,decoy1813,10.1,0,decoy1813,694,0,decoy1813,0.5385191321536111,0
decoy1814,9.62,0,decoy1814,29.487291,0,decoy1814,10.2,0,decoy1814,768,0,decoy1814,0.4890336194835845,0
decoy1815,9.62,0,decoy1815,14.697994,0,decoy1815,11.4,0,decoy1815,820,0,decoy1815,0.44543957949422214,0
decoy1816,8.28,0,decoy1816,31.169338,0,decoy1816,9.4,0,decoy1816,564,0,decoy1816,0.6286250232134483,0
decoy1817,6.99,0,decoy1817,20.247246,0,decoy1817,10.3,0,decoy1817,2220,0,decoy1817,-0.27778850384418713,0
decoy1818,8.15,0,decoy1818,27.256629,0,decoy1818,9.5,0,decoy1818,1108,0,decoy1818,0.3039132038074083,0
decoy1819,10.34,0,decoy1819,16.867606,0,decoy1819,9.2,0,decoy1819,472,0,decoy1819,0.7052672564545847,0
decoy182,8.8,0,decoy182,35.62944,0,decoy182,10.3,0,decoy182,222,0,decoy182,0.9987644420039892,0
decoy1820,9.07,0,decoy1820,6.07061,0,decoy1820,9.9,0,decoy1820,1200,0,decoy1820,0.2469601040383902,0
decoy1821,8.37,0,decoy1821,29.973917,0,decoy1821,10.5,0,decoy1821,708,0,decoy1821,0.5294182261155328,0
decoy1822,8.85,0,decoy1822,27.419933,0,decoy1822,10.3,0,decoy1822,1080,0,decoy1822,0.3174656399728078,0
decoy1823,7.4,0,decoy1823,26.925694,0,decoy1823,10,0,decoy1823,1165,0,decoy1823,0.27644923806011207,0
decoy1824,10.54,0,decoy1824,13.860392,0,decoy1824,10.3,0,decoy1824,409,0,decoy1824,0.7774416111657961,0
decoy1825,8.65,0,decoy1825,20.287735,0,decoy1825,9.9,0,decoy1825,1484,0,decoy1825,0.09539395914484557,0
decoy1826,9.44,0,decoy1826,13.960482,0,decoy1826,10.1,0,decoy1826,933,0,decoy1826,0.38048266025413163,0
decoy1827,9.73,0,decoy1827,24.175646,0,decoy1827,9.1,0,decoy1827,767,0,decoy1827,0.485135474585389,0
decoy1828,7.17,0,decoy1828,24.556754,0,decoy1828,9,0,decoy1828,1563,0,decoy1828,0.07985326901060089,0
decoy1829,9.36,0,decoy1829,33.552596,0,decoy1829,9,0,decoy1829,343,0,decoy1829,0.8264092288096223,0
decoy183,11.34,0,decoy183,37.50285,0,decoy183,9.9,0,decoy183,144,0,decoy183,1.1542368703377777,0
decoy1830,9.24,0,decoy1830,9.479846,0,decoy1830,9.9,0,decoy1830,1065,0,decoy1830,0.30830830554292016,0
decoy1831,9.32,0,decoy1831,36.055729,0,decoy1831,10.4,0,decoy1831,203,0,decoy1831,1.034141741154726,0
decoy1832,8.01,0,decoy1832,16.748783,0,decoy1832,9.6,0,decoy1832,1960,0,decoy1832,-0.13556397593103223,0
decoy1833,7.29,0,decoy1833,36.352845,0,decoy1833,9.3,0,decoy1833,188,0,decoy1833,1.0587991018055298,0
decoy1834,4.82,0,decoy1834,8.867446,0,decoy1834,8.5,0,decoy1834,3058,0,decoy1834,-1.222186761541566,0
decoy1835,7.16,0,decoy1835,13.414617,0,decoy1835,9,0,decoy1835,2522,0,decoy1835,-0.442304983453682,0
decoy1836,5.6,0,decoy1836,25.296772,0,decoy1836,9.9,0,decoy1836,1437,0,decoy1836,0.14126662512096294,0
decoy1837,-7.36,0,decoy1837,22.253287,0,decoy1837,10,0,decoy1837,1939,0,decoy1837,-0.11130916103767846,0
decoy1838,2.44,0,decoy1838,14.210709,0,decoy1838,10.8,0,decoy1838,2825,0,decoy1838,-0.7787546917671526,0
decoy1839,8.91,0,decoy1839,29.304265,0,decoy1839,9.8,0,decoy1839,797,0,decoy1839,0.4738444741986657,0
decoy184,11.09,0,decoy184,25.658716,0,decoy184,10.1,0,decoy184,281,0,decoy184,0.9759210866216287,0
decoy1840,10.36,0,decoy1840,28.380633,0,decoy1840,9.8,0,decoy1840,468,0,decoy1840,0.7124846919257056,0
decoy1841,8.88,0,decoy1841,21.132708,0,decoy1841,12,0,decoy1841,1328,0,decoy1841,0.17839446706273923,0
decoy1842,7.69,0,decoy1842,21.454593,0,decoy1842,11.8,0,decoy1842,2048,0,decoy1842,-0.17759197989507064,0
