Row,WBN_GC_L_0.25,WBN_GC_H_0.25,WBN_GC_L_0.50,WBN_GC_H_0.50,WBN_GC_L_0.75,WBN_GC_H_0.75,WBN_GC_L_1.00,WBN_GC_H_1.00,WBN_EN_L_0.25,WBN_EN_H_0.25,WBN_EN_L_0.50,WBN_EN_H_0.50,WBN_EN_L_0.75,WBN_EN_H_0.75,WBN_EN_L_1.00,WBN_EN_H_1.00,WBN_LP_L_0.25,WBN_LP_H_0.25,WBN_LP_L_0.50,WBN_LP_H_0.50,WBN_LP_L_0.75,WBN_LP_H_0.75,WBN_LP_L_1.00,WBN_LP_H_1.00
949427,-2.21774,2.17665,-2.3466,2.30131,-2.64475,2.97023,-3.46984,3.79357,-0.776823,1.53487,-1.55916,2.36276,-2.35152,3.21313,-3.1544,4.07406,-1.07675,1.11796,-1.8985,1.93089,-2.73568,2.7668,-3.57934,3.62056
663989,-1.60963,1.88062,-2.1318,2.5682,-2.9019,3.4392,-3.74613,4.36422,-0.867799,1.47494,-1.73625,2.39345,-2.6055,3.35805,-3.47702,4.33584,-1.02723,1.34263,-1.89225,2.23158,-2.7987,3.18923,-3.71723,4.16357
663160,-2.35399,2.27872,-2.6113,2.73212,-2.99983,3.4881,-3.54744,4.35135,-0.715742,2.4014,-1.55115,2.67492,-2.4244,3.24175,-3.31085,4.14635,-1.09567,1.06918,-1.87367,1.95621,-2.74375,2.87515,-3.63055,3.80424
663031,-2.41631,1.40195,-2.53848,2.14543,-2.77037,3.0073,-3.36923,3.90373,-0.77461,1.53764,-1.56052,2.38923,-2.35075,3.28766,-3.14328,4.20176,-0.845637,1.10805,-1.55229,2.01398,-2.3314,2.93985,-3.12443,3.8699
662610,-2.3962,1.48156,-2.65761,2.2203,-3.08929,3.10304,-3.6435,4.00584,-0.823708,1.25341,-1.66016,2.04413,-2.50084,2.93895,-3.34343,3.85357,-0.832007,1.16361,-1.54334,2.06927,-2.3618,2.99145,-3.19988,3.91672
662575,-1.33921,1.38117,-1.95026,2.11291,-2.63686,2.97566,-3.3698,3.87472,-0.783402,1.53641,-1.57259,2.38549,-2.3652,3.28208,-3.16113,4.19505,-0.679757,1.16307,-1.44847,2.05865,-2.23761,2.98019,-3.03599,3.9087
662397,-2.31627,2.36396,-2.56674,2.78154,-2.94907,3.34778,-3.42886,4.00528,-0.634879,2.4012,-1.30095,2.67167,-1.99352,3.08801,-2.70167,3.70075,-1.04931,1.01647,-1.68175,1.79713,-2.36845,2.59493,-3.07255,3.39999
662312,-1.59507,1.4661,-1.91376,1.96627,-2.55618,2.82121,-3.33433,3.72561,-0.823315,1.24323,-1.65155,2.00873,-2.48186,2.89072,-3.31324,3.79404,-0.850289,1.21057,-1.49966,2.11869,-2.22813,3.03254,-3.05291,3.94803
662187,-1.45628,2.36387,-1.81256,2.78045,-2.43692,3.34308,-3.14846,3.99432,-0.716218,2.40126,-1.47342,2.67204,-2.24441,3.08916,-3.02132,3.69898,-1.04912,1.00462,-1.68178,1.77322,-2.38067,2.56661,-3.12262,3.37033
662174,-2.29491,1.5069,-2.57057,2.27131,-3.01376,3.12528,-3.59143,4.00706,-0.759009,1.34257,-1.55828,2.15478,-2.37759,3.03746,-3.20678,3.93939,-0.915598,1.17199,-1.65862,2.06678,-2.46521,2.97485,-3.29109,3.88779
662021,-1.595,1.26592,-2.14985,2.12689,-2.89261,3.05482,-3.71974,4.00337,-0.786706,1.39494,-1.63037,2.27405,-2.50098,3.21673,-3.38222,4.17604,-1.02849,1.16838,-1.81207,2.11364,-2.66418,3.07604,-3.53879,4.04404
661928,-2.38645,1.40861,-2.52697,2.1441,-2.7948,2.96663,-3.35327,3.82347,-0.779271,1.47284,-1.57465,2.28268,-2.37666,3.14666,-3.18236,4.02738,-0.911793,1.28474,-1.49849,2.09925,-2.28745,2.97582,-3.08942,3.86571
661890,-1.4463,1.58893,-1.97995,2.34321,-2.75372,3.23167,-3.58729,4.15566,-0.795701,1.42304,-1.64808,2.27076,-2.51978,3.19765,-3.3993,4.14471,-0.931521,1.14354,-1.75253,2.08135,-2.62143,3.03531,-3.50167,3.99427
661864,-1.51078,2.33761,-1.81354,2.68465,-2.33404,3.20581,-3.07185,3.85322,-0.763367,2.40125,-1.52764,2.67465,-2.29225,3.12911,-3.05703,3.81816,-0.849375,1.10479,-1.43557,1.8875,-2.09168,2.68372,-2.76537,3.48865
661453,-2.36133,1.85226,-2.62113,2.31221,-3.01237,3.01967,-3.58362,3.84004,-0.753132,1.36499,-1.56058,2.1503,-2.39212,2.9973,-3.23544,3.86551,-1.03958,1.01642,-1.83636,1.82685,-2.67733,2.68927,-3.52908,3.56835
661402,-2.21793,2.17669,-2.34698,2.30215,-2.72674,3.06682,-3.48597,3.95673,-0.789169,1.45428,-1.59078,2.25796,-2.40455,3.14061,-3.2288,4.04707,-0.917166,1.1275,-1.66148,2.02911,-2.47234,2.94779,-3.30166,3.87179
661263,-2.39866,1.63164,-2.52655,2.30982,-2.83625,3.10217,-3.49593,3.94494,-0.761131,1.38103,-1.5345,2.19938,-2.31457,3.07154,-3.10935,3.9592,-1.03058,1.05304,-1.80515,1.9275,-2.62717,2.81892,-3.46243,3.71574
661162,-1.44,2.00776,-1.90977,2.43774,-2.62774,3.14679,-3.41765,3.96314,-0.714544,1.35008,-1.52513,2.14213,-2.36442,2.99218,-3.21422,3.85853,-0.955514,1.02351,-1.74839,1.86468,-2.58733,2.7304,-3.4384,3.60396
661122,-1.56093,1.3549,-2.03105,2.16117,-2.73075,3.02344,-3.49261,3.91054,-0.789169,1.45368,-1.5908,2.25525,-2.40474,3.13431,-3.22943,4.03639,-0.916134,1.15075,-1.65883,2.03112,-2.46927,2.9418,-3.29871,3.8593
661038,-2.24502,1.9773,-2.3711,2.37711,-2.62596,2.94652,-3.11785,3.66486,-0.774027,1.23291,-1.55949,1.88045,-2.34951,2.6362,-3.14179,3.43015,-0.847964,1.06531,-1.51033,1.86094,-2.26026,2.66998,-3.03854,3.48425
661033,-2.39867,1.75549,-2.52666,2.41279,-2.76417,3.20604,-3.32482,4.04928,-0.775914,1.46284,-1.56116,2.25502,-2.35123,3.11499,-3.14471,3.997,-0.83453,1.1194,-1.50998,2.00271,-2.29396,2.89951,-3.09042,3.80053
661031,-1.5052,1.46891,-1.87621,2.0793,-2.40986,2.83808,-3.08391,3.6318,-0.772673,2.33461,-1.55772,2.46316,-2.34877,2.83079,-3.14308,3.52616,-0.828502,1.11279,-1.50283,1.92088,-2.24515,2.73563,-3.01877,3.55359
660958,-2.12818,1.56727,-2.2619,2.27418,-2.75571,3.09659,-3.56481,3.9664,-0.839929,1.41292,-1.69967,2.17647,-2.56619,3.0411,-3.43591,3.93492,-1.03862,1.15204,-1.83198,2.04371,-2.67103,2.95163,-3.52298,3.8664
660943,-1.44007,1.66235,-1.91181,2.30351,-2.63283,3.08243,-3.42524,3.90962,-0.718571,1.34871,-1.52723,2.13877,-2.36541,2.98707,-3.21443,3.85186,-0.95496,1.04593,-1.74627,1.87284,-2.58423,2.73592,-3.43459,3.60769
660721,-2.39163,1.88646,-2.51767,2.26564,-2.74987,2.86593,-3.17691,3.61878,-0.761424,1.42213,-1.53519,2.13959,-2.3133,2.9177,-3.09349,3.71602,-0.83822,1.02364,-1.53764,1.80119,-2.29159,2.6107,-3.06127,3.43008
660682,-1.57332,1.77284,-1.89721,2.41829,-2.45323,3.16447,-3.16239,3.95273,-0.778389,1.24635,-1.56546,1.95837,-2.3555,2.76952,-3.14696,3.6069,-0.954987,1.12624,-1.63994,1.9294,-2.40173,2.75117,-3.17283,3.58471
660570,-1.44008,1.66231,-1.91211,2.30321,-2.63325,3.08172,-3.42564,3.90847,-0.718552,1.34866,-1.52716,2.13844,-2.36529,2.98636,-3.21428,3.85075,-0.95482,1.04214,-1.74597,1.87136,-2.58386,2.73431,-3.43418,3.60575
660515,-1.59851,1.33949,-1.93386,1.88436,-2.4583,2.57993,-3.0748,3.30491,-0.626028,1.2418,-1.31046,1.88524,-2.01454,2.60175,-2.72696,3.34132,-0.997842,0.845585,-1.68344,1.43045,-2.39441,2.15992,-3.11217,2.91027
660457,-2.29345,1.89012,-2.41761,2.38517,-2.76722,3.07455,-3.57325,3.89277,-0.789987,1.36574,-1.62905,2.15805,-2.48635,3.02193,-3.35136,3.9101,-1.0575,1.10929,-1.84612,1.96288,-2.67595,2.85018,-3.52323,3.74751
660448,-2.41631,1.5297,-2.53859,2.09895,-2.77123,2.81916,-3.24449,3.5973,-0.770845,1.37026,-1.54779,2.12428,-2.32748,2.91968,-3.10906,3.72879,-0.971812,1.062,-1.72105,1.85067,-2.50077,2.65423,-3.28922,3.46614
660415,-2.24646,1.87169,-2.38379,2.41839,-2.76544,3.22076,-3.56078,4.07856,-0.797925,1.36638,-1.6191,2.15958,-2.45677,3.02157,-3.30498,3.90854,-1.03836,1.06772,-1.8386,1.90301,-2.68553,2.78663,-3.54365,3.68633
660344,-2.3549,1.33637,-2.61221,2.21474,-2.99885,3.15219,-3.47321,4.10514,-0.812015,1.5038,-1.65686,2.27424,-2.51328,3.17584,-3.37505,4.11919,-1.09293,1.17536,-1.80945,2.11477,-2.60202,3.07359,-3.43306,4.03756
660332,-2.39867,1.97091,-2.52658,2.44056,-2.76684,3.16568,-3.29267,4.0196,-0.813433,1.27041,-1.63828,2.05698,-2.46686,2.93986,-3.29712,3.8442,-0.845698,1.16161,-1.55277,2.05791,-2.33924,2.96898,-3.15547,3.88433
660256,-1.47517,1.11621,-1.93873,1.92797,-2.75422,2.78293,-3.59315,3.65291,-0.767091,1.53863,-1.5587,2.37296,-2.36956,3.23111,-3.19623,4.10034,-1.08101,1.13059,-1.91041,1.94692,-2.75678,2.79043,-3.6109,3.65088
660195,-1.47405,1.42577,-1.80089,1.93436,-2.34995,2.60146,-3.10542,3.34459,-0.772215,1.21208,-1.5463,1.81333,-2.32136,2.523,-3.09702,3.28862,-0.868873,1.10078,-1.53925,1.88472,-2.24144,2.67496,-2.96897,3.46862
660001,-2.34511,1.54166,-2.59949,2.12268,-2.98298,2.88967,-3.45512,3.71137,-0.707472,1.23867,-1.43681,1.95935,-2.17668,2.78427,-2.92223,3.63213,-0.841765,1.02183,-1.52799,1.84925,-2.25647,2.70235,-2.99874,3.56095
659973,-2.27567,1.83198,-2.39705,2.33644,-2.76379,3.00983,-3.57804,3.7912,-0.788473,1.36479,-1.58685,2.14751,-2.40096,2.98874,-3.23123,3.84968,-1.0428,1.10953,-1.83869,1.91618,-2.67621,2.74489,-3.52441,3.59466
659952,-1.48284,1.49545,-1.85872,2.0581,-2.45046,2.7502,-3.17974,3.51875,-0.772435,1.27484,-1.55175,1.96629,-2.3343,2.73793,-3.11868,3.54168,-0.86277,1.13044,-1.5457,1.9361,-2.27445,2.75519,-3.03122,3.5808
659935,-2.3986,1.61251,-2.52649,2.26695,-2.84119,3.07982,-3.67982,3.95734,-0.794158,1.51214,-1.62367,2.34354,-2.46752,3.21487,-3.32053,4.11011,-1.07681,1.15052,-1.90327,2.05906,-2.75004,2.9804,-3.6072,3.90701
659915,-1.1206,1.34456,-1.66417,1.94791,-2.30567,2.70298,-3.09004,3.50659,-0.778744,1.41991,-1.56895,2.12874,-2.36258,2.89879,-3.15768,3.69148,-0.61421,1.14968,-1.31899,1.95903,-2.09552,2.77947,-2.88689,3.60432
659818,-2.35499,2.29385,-2.61232,2.63582,-2.99891,3.23885,-3.60199,4.06414,-0.70919,2.40139,-1.50569,2.67867,-2.33097,3.25657,-3.16811,4.13499,-0.994838,1.06884,-1.78069,1.9581,-2.60949,2.87475,-3.45091,3.79978
659622,-1.11799,1.34684,-1.65915,1.95155,-2.24801,2.68973,-3.01054,3.46982,-0.767198,2.33456,-1.53957,2.46072,-2.31443,2.90328,-3.09075,3.68364,-0.58994,1.10976,-1.25593,1.90741,-2.03142,2.70935,-2.81062,3.51434
659590,-2.38648,1.39918,-2.52713,2.098,-2.7952,2.8626,-3.25698,3.65274,-0.776353,1.15945,-1.56465,1.79679,-2.35681,2.57803,-3.15067,3.38617,-0.765923,1.03171,-1.50293,1.82188,-2.28233,2.63112,-3.0703,3.44669
659340,-1.47174,1.43492,-1.98426,1.99247,-2.76402,2.7943,-3.57816,3.63836,-0.728019,1.36354,-1.52279,2.14285,-2.34871,2.97908,-3.18797,3.83417,-1.03901,0.954405,-1.83241,1.77015,-2.66888,2.62654,-3.51596,3.49368
659224,-1.47173,1.43533,-1.98418,1.99334,-2.76391,2.7943,-3.57804,3.63821,-0.721637,1.3635,-1.51854,2.1428,-2.34575,2.97919,-3.18568,3.8346,-1.03935,0.967328,-1.83339,1.77761,-2.67013,2.63145,-3.51735,3.49806
658961,-2.38413,1.6261,-2.52318,2.18943,-2.79441,2.96523,-3.33573,3.77561,-0.779935,1.4399,-1.57555,2.17542,-2.37653,2.97567,-3.17996,3.80004,-0.87108,1.04294,-1.57329,1.86178,-2.33836,2.70487,-3.1319,3.55517
658902,-2.34626,2.26878,-2.6063,2.60286,-3.02478,3.30168,-3.59442,4.12676,-0.756559,1.27512,-1.58242,2.03179,-2.42482,2.87526,-3.27328,3.73798,-0.924275,1.05518,-1.74235,1.84864,-2.58541,2.69824,-3.43508,3.56534
658842,-2.41126,1.22122,-2.53253,2.00686,-2.77255,2.87328,-3.60002,3.75513,-0.776411,1.36553,-1.60697,2.15735,-2.45835,3.01543,-3.3192,3.8959,-1.02839,1.13032,-1.8042,1.97997,-2.6383,2.86315,-3.49217,3.75526
658482,-2.38629,1.86816,-2.52663,2.30894,-2.84336,2.9915,-3.51637,3.79936,-0.76989,1.26328,-1.56153,2.0279,-2.36147,2.87619,-3.1654,3.74434,-0.816055,1.30252,-1.53489,2.10883,-2.32657,2.96699,-3.12643,3.83802
658465,-1.82313,1.22422,-1.9883,2.01335,-2.76861,2.86763,-3.59707,3.74199,-0.780675,1.3651,-1.61173,2.15423,-2.46294,3.00791,-3.32357,3.88367,-1.02799,1.0916,-1.80246,1.95323,-2.63601,2.83456,-3.48988,3.72342
658457,-1.79896,1.21192,-1.98332,2.02019,-2.76857,2.88159,-3.59597,3.76093,-0.77422,1.36638,-1.60354,2.15999,-2.45457,3.01889,-3.31537,3.8995,-1.02788,1.14996,-1.80074,2.0038,-2.63171,2.88624,-3.48336,3.77744
658317,-2.32705,1.38422,-2.57797,2.16641,-2.95197,3.03247,-3.65339,3.92518,-0.789065,1.38673,-1.62729,2.21298,-2.48983,3.10025,-3.36385,4.00672,-1.07257,1.01703,-1.90818,1.86317,-2.78046,2.76633,-3.66213,3.68269
658203,-1.57109,1.61504,-2.10887,2.3365,-2.83977,3.20616,-3.65233,4.12022,-0.778404,1.3776,-1.6262,2.23057,-2.501,3.15232,-3.38653,4.09278,-0.998006,1.11921,-1.81733,2.04415,-2.68753,2.98801,-3.57231,3.93807
658010,-1.79897,1.15963,-1.98478,1.98405,-2.77303,2.85267,-3.60278,3.73652,-0.776916,1.36546,-1.60769,2.15741,-2.45932,3.01603,-3.3204,3.89727,-1.02839,1.13804,-1.80427,1.98907,-2.63851,2.87205,-3.49256,3.76456
657972,-2.12818,1.56639,-2.26196,2.26939,-2.77499,3.08811,-3.60368,3.9542,-0.782177,1.41531,-1.59235,2.1998,-2.43865,3.07685,-3.29508,3.97698,-1.03861,1.12557,-1.8314,2.00031,-2.66884,2.90191,-3.51791,3.81277
657650,-1.79897,1.20413,-1.98889,2.01039,-2.77227,2.87032,-3.6007,3.74819,-0.774213,1.36666,-1.60404,2.16085,-2.45554,3.01982,-3.3168,3.90002,-1.02788,1.16221,-1.80064,2.00672,-2.63144,2.88621,-3.483,3.77543
657605,-1.61086,1.88159,-2.12697,2.5691,-2.89608,3.439,-3.73977,4.3614,-0.764335,1.47267,-1.5953,2.38866,-2.50173,3.35001,-3.42037,4.32394,-1.10238,1.33931,-1.91555,2.21258,-2.81334,3.15945,-3.72808,4.12605
657375,-1.13318,1.55687,-1.29547,2.08449,-1.65396,2.64139,-2.13916,3.21556,-0.508138,1.04763,-1.06763,1.50538,-1.64176,2.07719,-2.22164,2.67437,-0.839953,0.820501,-1.40468,1.31361,-1.98083,1.85927,-2.56085,2.43263
657306,-2.25508,1.97079,-2.37409,2.4529,-2.61719,3.08515,-3.11621,3.80502,-0.789082,1.22067,-1.58305,1.86038,-2.37909,2.62806,-3.17622,3.44152,-1.08949,0.911245,-1.75657,1.72475,-2.50152,2.54966,-3.27371,3.37964
657301,-1.46613,1.44541,-1.6198,2.17388,-2.13363,2.95173,-2.86327,3.74626,-0.779096,1.06407,-1.56931,1.71853,-2.36265,2.51146,-3.15729,3.31873,-0.809508,0.868929,-1.55996,1.67853,-2.35133,2.49154,-3.14601,3.30544
605295,-2.24727,2.3927,-2.37027,2.84447,-2.60879,3.41174,-3.11909,4.03828,-0.689577,2.40118,-1.42287,2.67107,-2.17215,3.0777,-2.92851,3.63456,-1.03857,1.03342,-1.67115,1.78521,-2.36018,2.55595,-3.07061,3.33514
603068,-1.46467,1.07769,-1.75727,1.72121,-2.37642,2.51167,-3.14746,3.32627,-0.782095,1.11619,-1.56619,1.72593,-2.35103,2.51671,-3.13623,3.3315,-0.909002,1.11913,-1.4694,1.92557,-2.18234,2.73936,-2.9397,3.55669
387726,-1.31597,2.17566,-2.00804,2.79453,-2.79863,3.54253,-3.62709,4.35895,-0.770897,1.38841,-1.57838,2.22165,-2.43478,3.11527,-3.30625,4.02696,-1.07335,1.12592,-1.90642,1.9596,-2.77529,2.84353,-3.65338,3.75138
102032,-1.99063,1.20542,-2.63024,1.88989,-3.38284,2.66917,-4.17351,3.47936,-0.791162,1.56245,-1.58664,2.39343,-2.38449,3.23574,-3.18442,4.08302,-1.08208,0.907418,-1.90071,1.73617,-2.72899,2.58092,-3.56102,3.43299
71414,-2.27951,1.77129,-2.40759,2.24176,-2.67823,2.91267,-3.12175,3.67533,-0.753216,2.33745,-1.52221,2.46335,-2.29753,2.81696,-3.07594,3.5359,-1.01625,0.950319,-1.64386,1.7263,-2.34989,2.54002,-3.12522,3.36253
32798,-2.28001,1.7493,-2.40834,2.16949,-2.67966,2.81906,-3.12356,3.58591,-0.752359,2.33406,-1.51963,2.45075,-2.29288,2.76174,-3.06903,3.47497,-1.01259,0.949641,-1.63409,1.72054,-2.33659,2.52784,-3.10878,3.34363
15032,-1.6004,1.1046,-2.03067,1.76787,-2.79938,2.53303,-3.59391,3.33344,-0.712726,1.36042,-1.42613,2.12133,-2.15263,2.92872,-2.96165,3.75054,-1.03751,0.923753,-1.80621,1.67195,-2.61128,2.48379,-3.42599,3.31089
8228,-1.54584,0.886174,-1.90685,1.7046,-2.53304,2.53448,-3.27473,3.36809,-0.772918,1.12898,-1.55868,1.79688,-2.34873,2.60441,-3.1407,3.43265,-0.712126,1.04008,-1.49717,1.80735,-2.28823,2.63525,-3.08113,3.47016
4594,-2.40238,1.36694,-2.53211,2.13605,-2.79073,3.0087,-3.35379,3.89996,-0.78398,1.3624,-1.59629,2.16198,-2.41645,3.03347,-3.2398,3.92685,-1.66706,1.14075,-2.22612,2.02716,-2.86114,2.9287,-3.53481,3.83502
3488,-2.39775,1.94125,-2.52476,2.32172,-2.75928,2.98864,-3.47885,3.83265,-0.781409,1.5385,-1.57903,2.37436,-2.38238,3.2359,-3.20102,4.11004,-1.0867,1.12708,-1.91768,1.96626,-2.76368,2.8295,-3.6168,3.70574
3394,-1.33615,1.99962,-1.64269,2.4033,-2.38858,2.96152,-3.20235,3.66499,-0.814322,2.33459,-1.63197,2.46278,-2.45133,2.82715,-3.27169,3.54356,-0.890851,1.16147,-1.54522,2.00992,-2.25399,2.86066,-3.03063,3.71248
2754,-2.41637,1.42719,-2.53844,1.94288,-2.77039,2.7133,-3.22387,3.52457,-0.777992,1.58141,-1.56736,2.33616,-2.36056,3.11839,-3.15554,3.9139,-0.842343,1.00731,-1.53174,1.81348,-2.29728,2.6374,-3.08365,3.46742
6603107,-1.43516,1.47186,-1.70269,1.99004,-2.088,2.54837,-2.54861,3.12861,-0.511281,1.10611,-1.08023,1.59683,-1.66742,2.1789,-2.26219,2.78675,-0.835797,0.806871,-1.41561,1.24782,-2.01101,1.79803,-2.61106,2.40341
6602691,-1.75583,2.54268,-2.16197,3.07557,-2.71074,3.68304,-3.33218,4.32209,-0.654307,1.32248,-1.35067,2.11427,-2.06836,2.97321,-2.79707,3.84949,-0.852741,1.17041,-1.54874,1.9657,-2.27458,2.82821,-3.00911,3.70654
5389410,-1.51339,1.74677,-1.86749,2.37113,-2.4907,3.13024,-3.20178,3.93785,-0.790215,1.2644,-1.58895,1.98862,-2.39153,2.80405,-3.19618,3.64687,-0.979573,1.10884,-1.66722,1.91786,-2.43792,2.74826,-3.22369,3.59192
5389371,-2.19469,1.95082,-2.48902,2.50894,-3.02121,3.28088,-3.73984,4.15317,-0.860748,1.32095,-1.74749,2.1255,-2.64448,3.0233,-3.54628,3.94695,-0.866404,1.18238,-1.69234,2.10425,-2.58131,3.03936,-3.4823,3.97867
5389369,-1.5134,1.74622,-1.86013,2.36971,-2.45466,3.13316,-3.16635,3.94832,-0.792964,2.33464,-1.59625,2.46192,-2.4038,2.8619,-3.21355,3.67293,-0.958912,1.11725,-1.65643,1.94006,-2.42999,2.78043,-3.21774,3.63163
5389296,-2.40135,1.74736,-2.53368,2.3847,-2.79386,3.17337,-3.42526,4.01626,-0.784788,1.42894,-1.58243,2.1687,-2.38429,3.00652,-3.18812,3.88049,-0.959148,1.07543,-1.65849,1.93421,-2.4341,2.82392,-3.22272,3.72151
5389183,-1.68716,1.82737,-2.27747,2.43728,-2.9475,3.23597,-3.6639,4.09157,-0.764512,1.48492,-1.53105,2.30877,-2.32292,3.19874,-3.12835,4.10957,-0.899958,1.11383,-1.65987,1.97828,-2.45212,2.89352,-3.26886,3.81912
5388961,-2.2737,2.07547,-2.39404,2.48097,-2.63619,3.01778,-3.08573,3.63193,-0.764708,1.25121,-1.52946,1.89964,-2.29424,2.61379,-3.05903,3.35518,-0.875507,0.894873,-1.54883,1.67717,-2.23576,2.46349,-2.95602,3.25151
5284443,-1.46611,1.31102,-1.61381,1.97976,-2.19712,2.73104,-2.94924,3.50664,-0.772603,1.05124,-1.55167,1.66164,-2.33265,2.44172,-3.11446,3.23467,-0.800633,0.876121,-1.51952,1.66877,-2.29427,2.46508,-3.07428,3.26256
5282230,-2.38645,2.09552,-2.52708,2.50914,-2.79563,3.11825,-3.26422,3.85579,-0.788093,1.23105,-1.58599,1.90753,-2.38745,2.70461,-3.19066,3.53615,-0.845538,1.07414,-1.55786,1.89479,-2.32897,2.73415,-3.11954,3.57986
2928240,-2.26939,1.77494,-2.38959,2.18468,-2.63441,2.73626,-3.09376,3.40657,-0.771761,1.21128,-1.54964,1.80025,-2.32949,2.50422,-3.11025,3.27566,-0.833865,0.928738,-1.51224,1.70149,-2.27421,2.49665,-3.05087,3.29475
663149,-2.32514,1.46563,-2.44224,2.1404,-2.7299,2.98873,-3.46746,3.87699,-0.847621,1.40502,-1.7119,2.11829,-2.58358,2.95657,-3.45907,3.84012,-1.002,1.19176,-1.70748,2.0896,-2.52367,2.99587,-3.37847,3.90592
663052,-2.40531,1.97625,-2.52602,2.64208,-2.78291,3.49569,-3.6084,4.40457,-0.754392,1.4636,-1.57914,2.36899,-2.47758,3.31981,-3.38698,4.28311,-1.00691,1.32977,-1.85934,2.19658,-2.75498,3.13526,-3.66309,4.09265
662797,-2.33323,1.66093,-2.58861,2.14504,-2.97662,2.8263,-3.46231,3.59255,-0.630477,1.60324,-1.28127,2.37897,-1.95428,3.17856,-2.64695,3.98898,-0.645341,1.02939,-1.35764,1.83459,-2.08893,2.65721,-2.82443,3.48553
662793,-1.44604,1.64862,-1.92737,2.28854,-2.70068,3.09581,-3.55611,3.96685,-0.842263,1.31972,-1.7148,2.11433,-2.59972,2.99425,-3.49042,3.89834,-0.909974,1.16526,-1.71653,2.06477,-2.58615,2.97749,-3.472,3.89538
662730,-2.33063,1.41152,-2.5854,2.16935,-2.97369,3.02622,-3.47165,3.91645,-0.715052,1.53725,-1.47264,2.38819,-2.24705,3.28587,-3.02994,4.19895,-0.840935,1.08773,-1.5264,2.0009,-2.30175,2.92695,-3.09304,3.85579
662642,-1.72255,1.34207,-2.19111,1.98171,-2.82402,2.86251,-3.59726,3.76491,-0.727939,1.47226,-1.51686,2.2378,-2.33882,3.09176,-3.17518,3.98782,-1.02805,1.30953,-1.79757,2.13801,-2.61785,3.02766,-3.45403,3.9343
662539,-2.36539,1.77383,-2.53033,2.24263,-2.95905,3.05128,-3.51893,3.93699,-0.784051,1.31707,-1.59668,2.1221,-2.41736,3.00454,-3.24132,3.90711,-0.855649,1.13418,-1.54717,2.03018,-2.35317,2.94342,-3.17596,3.86022
662465,-2.4164,1.4629,-2.53864,2.14877,-2.77096,2.99758,-3.35644,3.88469,-0.773512,1.53656,-1.55894,2.38409,-2.35037,3.27702,-3.14556,4.18504,-0.690957,1.11062,-1.46043,2.00731,-2.25362,2.92585,-3.05398,3.84912
662304,-2.38649,1.6568,-2.61227,2.431,-3.00314,3.3474,-3.88272,4.30395,-0.817421,1.4324,-1.72724,2.34421,-2.66299,3.31501,-3.60812,4.30158,-1.00971,1.19549,-1.88679,2.16112,-2.81635,3.14733,-3.75986,4.14054
662227,-1.82283,2.33653,-1.97164,2.76305,-2.42998,3.35326,-3.0756,4.04252,-0.718518,2.40121,-1.46478,2.67121,-2.22057,3.08392,-2.98067,3.68862,-1.08862,0.824361,-1.74228,1.59925,-2.46452,2.41839,-3.21037,3.24425
662094,-1.45433,2.27893,-1.98317,2.73565,-2.73131,3.50002,-3.55442,4.3714,-0.760423,2.40142,-1.58095,2.67546,-2.45482,3.25812,-3.34526,4.17392,-1.04888,1.09229,-1.86063,1.98867,-2.74429,2.91907,-3.6397,3.85953
662040,-2.2448,1.87264,-2.37061,2.3795,-2.79976,3.17227,-3.52311,4.0272,-0.75007,1.42438,-1.57908,2.20653,-2.43298,3.07457,-3.29651,3.96461,-0.930617,1.14566,-1.72572,1.98994,-2.57385,2.87986,-3.4362,3.77972
661866,-1.387,1.12782,-1.98736,1.93436,-2.78101,2.79123,-3.61442,3.66506,-0.782062,1.36383,-1.61323,2.14906,-2.46424,2.99804,-3.32456,3.86915,-1.02846,1.07612,-1.80513,1.9357,-2.64039,2.81338,-3.49514,3.69824
661862,-2.36334,1.34351,-2.62411,1.92009,-3.01644,2.69273,-3.49964,3.49548,-0.772884,2.33459,-1.55079,2.46087,-2.33126,2.79921,-3.11321,3.50151,-0.849439,1.11055,-1.50076,1.9173,-2.19358,2.73323,-2.92969,3.55381
661717,-2.39192,1.63721,-2.51838,2.21884,-2.75524,2.92548,-3.22099,3.70076,-0.762047,1.29086,-1.53816,1.99163,-2.31994,2.77632,-3.10464,3.58957,-0.865951,1.06699,-1.57815,1.85914,-2.33612,2.67452,-3.11038,3.50087
661694,-2.25748,2.17681,-2.37641,2.45384,-2.62365,3.22053,-3.21846,4.09663,-0.816672,1.27458,-1.64689,2.06921,-2.48132,2.9593,-3.3176,3.8703,-0.860126,1.15094,-1.58112,2.04893,-2.39455,2.96487,-3.22361,3.88586
661662,-2.26217,1.40707,-2.52953,2.22316,-2.95794,3.10288,-3.51934,4.00044,-0.798832,1.31498,-1.63314,2.1232,-2.4761,3.01094,-3.32239,3.91893,-0.748721,1.16793,-1.56407,2.05918,-2.40567,2.97531,-3.25212,3.89627
661644,-2.39868,1.85562,-2.5266,2.28236,-2.76371,2.85541,-3.22026,3.54771,-0.766507,1.22024,-1.53574,1.84916,-2.31152,2.60003,-3.09015,3.39687,-0.976812,1.10328,-1.59189,1.89348,-2.27323,2.69787,-2.98801,3.50944
